,명사,형용사,동사
긍정,슈퍼/다음/대릴/제발/조금/극악/영웅/확률/신규/진짜/사기/추천/매일/때문/로얄/출석/생각/상자/추가/클래시/과금/다운/현질/업데이트/처럼/마음/전설/사람/신화/트로피/파워/브롤러/슈퍼셀/해주시/스타/처음/쉘리/너프/스타즈/브롤/유저/친구/크로우/모드/계속/플레이/레온/재미/레드/게임/정말/캐릭터/와이파이/보석/스킨,재밌어요/재미있어요/좋아요/재밌습니다/같아요/좋겠어요/많은/좋을것/좋겠습니다/그럼/있어요/있고/재미있는/새로운/입니다/있습니다/없는/좋은/재밌게/좋겠네요/안녕하세요/같습니다/재미있게/같은,나오면/감사하겠습니다/나오고/주셔서/해서/감사합니다/하면/하고있는데/바랍니다/되고/합니다/떠요/하는/해주세요/인데/주세요/만들어/하고
부정,접속/정도/캐릭/티스/가지/추천/보고/데이터/유도/바로/결제/영웅/플레이/아이폰/해결/추가/연결/구매/참고/시스템/오늘/모드/대형/스트레스/한번/연속/이유/원래/점검/유저/신화/무슨/궁극/업뎃/크로우/소리/네트워크/화가/표시/버프/듀오/신고/밴드/사거리/랭크/경우/유성우/마다/닉네임/안나/이상/너프/갑자기/이번/비비/망겜/차이/시즌/초보/패치/끼리/스타/기능/매치/주시/형님/솔로/가끔/거기/버튼/잠수/과금/전설/브롤러/트로피/서버/캐릭터/그냥/레온/보석/처음/트롤/상자/때문/레벨/문제/하나/확률/스파이크/기본/브롤/친구/티밍/레드/포인트/부터/생각/점수/상대/스킨/매칭/아무/다운/파워/스타즈/오토/그것/밸런스/현질/와이파이/슈퍼셀/해도/정말/버그/시작/다시/쉘리/진짜/제발/사람/업데이트/신규/이나/공격/계속/게임,안녕하세요/있게/부탁드립니다/있어요/안되요/좋겠어요/안되네요/높은/재밌게/비슷한/아닌데/있습니다/좋겠습니다/없는/미친/좋은/없에/있었는데/있는/없어서/아니고/없고/이런/없어요/같은/있는데/어떻게/입니다/솔직히/같네요/많습니다/아니면/있으면/재미있게/있고/같습니다/같아요/많은/아니,나서/깠는데/해야/나오면/나오고/올리고/떠서/하고있는데/합니다/넘는데/되는데/하세요/참고/나오는/뜨면서/마세요/하면서/감사합니다/나오게/않고/걸리고/해라/떨어지고/고쳐/돼요/까도/되고/나올/나와요/했는데/하고/하지/하는데/뜨고/겁나/하는/해주세요/보다/하면/했어요/고쳐라/들어/맞고/주세요/하게/해서/해도/만들어/고쳐주세요
복합,트롤/사랑/회사/전부/친선/가요/하라/비트/선전/스트레스/레온/퍼셀/그거/파워/패치/과금/아이디/여러/단점/금은/현질/고요/장점/처음/일반/사기/랭크/선택/언제/차감/플레이/스타즈/이글/오빠/브롤/버튼/프랭크/밸런스/슈퍼/은신/댓글/레드/채팅/매치/레벨/영웅/해결/신고/로얄/유도/구매/포인트/무과/참고/대형/추천/파가/다만/상점/시즌/증가/로사/서버/초희/경우/여서/랜덤/다음/점검/이름/부터/상자/현상/잠수/아주/기록/완전/티켓/로그인/상대편/이드/소리/원래/이만/시스템/매일/비비/혼자/차이/추가/무료/게임/겨우/거기/전투/로봇/밴드/수정/생각/큐브/일단/최고/업뎃/조금/트로피/제작자/확율/해주시/상대방/이번/안나/기분/제발/문제점/표시/부탁/케릭/이후/확인/평점/개수/예전/확률/마지막/토큰/계정/골드/플레이어/가장/보상/고치/사람/그것/두번째/옛날/실력/신규/친구/티밍/점점/정상/상태/마음/행운/뭔가/한판/평가/자체/개도/재미/갑자기/계속/보석/매칭/정도/나중/자동/화면/마다/캐릭/스파이크/시간/망겜/데이터/주시/크로우/리코/가지/바로/빵빵/삭제/보고/스킨/유저/절대/아무/이제/끼리/거나/별로/해도/혹시/도중/슈퍼셀/상황/다운/대부분/대로/하나/한번/이나/우리/처럼/항상/캐릭터/자꾸/자주/요즘/진짜/속도/모든/이벤트/문제/무시/가끔/마이크/오류/시작/이유/업데이트/위해/제대로/버프/쉘리/연결/콜트/체력/와이파이/이해/승리/짜증/너프/자기/그냥/버그/개선/출시/리뷰/브롤러/때문/점수/부분/매우/거의/정말/모드/모두/이상/상대/다시,재밌게/짜증나요/재미있습니다/재밌긴/다른건/재미있게/재밌는/좋은/없어요/재밌습니다/어떻게/즐겁게/없네요/있습니다/있어요/좋네요/좋지만/아님/재미있는데/없는/좋아하는/같네요/없습니다/이런/재미있어요/안녕하세요/있는데/있으면/부탁드립니다/좋아요/그럼/많아요/안된다고/좋다/안됩니다/재밌는데/있지만/같은/많습니다/같습니다/좋겠네요/아니고/새로운/그런/있게/그러니/좋은데/좋겠어요/없어서/좋습니다/아니면/재밌어요/괜찮은데/많은/없어/있어서/입니다/아닌/같아요/좋겠습니다/아니/아닙니다/재미있는/없음/없고/재밌고/있네요/있고/있는/좋고/솔직히,나오면/나오지/높여주세요/하고있는/나올/걸려요/나와서/따라/하세요/떠서/받고/돼고/질러/고쳐주세요/되고/나오네요/클로/인데/넣어/들어/보다/만들어주세요/나온/뜨고/건지/고쳐주시면/하지만/하지/한다/했습니다/감사하겠습니다/까도/나옴/되서/합니다/얻고/바랍니다/나오고/파이퍼/하기/해주세요/올려주세요/하게/하며/해도/감사합니다/이라/깠는데/주세요/보면/나왔어요/나오는/주셨으면/할수/해서/하는데/고쳐/걸리고/하면/않고/해야/떠요/했는데/되는/하는/나오게/쉽게/하고/만들어/하네요/하면서/하다가/나와요/싶은데/겁나
