,명사,형용사,동사
긍정,와이파이/건가/주말/꿀잼/생각/전설/전투/매칭/인기/조작/이후/무한/유저/영웅/로딩/설치/광고/팩토리/보석/실행/상대/최고/조금/한번/계정/기분/시작/샌디/자주/맥스/로그인/스킨/이름/현질/사람/서버/보상/미스터/친구/확률/사랑/슈퍼/짜증/플레이/추천/계속/레드/이번/슈퍼셀/감사/상자/캐릭/스타즈/때문/제발/처음/완전/재미/버그/해도/접속/진짜/캐릭터/이크/신규/대박/다운/이벤트/브롤/공격/다시/이유/마음/브롤러/별로/게임/정말/업데이트/트로피,좋겠어요/안되네요/재밌습니다/좋고/좋겠습니다/재미있는/재밌고/재미있게/안되요/솔직히/같습니다/재미있음/같네요/재미있고/있습니다/재밌게/있어서/좋네요/다양한/좋아요/없는/있고/재밌어요/있어요/재미있어요/재밌다/있는/같아요/재밌는/좋은/입니다/좋겠네요/새로/많아서,나올/모으는/고쳐주세요/하고나서/해주세요/하세요/쉽고/쉽게/고쳐주시면/나와서/할수있고/하고/깔아/해서/할수/합니다/만들어/감사합니다/하는/뜨고/하면/돼요/되고/되지/하는데/나와요/했는데/주세요/하고있는데/감사하겠습니다/나오고
부정,오늘/오류/실패/시즌/친구/여러분/도대체/케릭/해결/결제/지네/처음/랭크/회사/이후/종료/노답/플레이어/패치/가요/버그/추천/모두/기능/연결/상황/대형/개선/리뷰/지면/로그인/모든/사용/보석/안나/자꾸/파워/영웅/과금/슈퍼셀/이유/이제/솔로/불만/데이터/그냥/레벨/다운/스타/화면/트로피/보상/생각/재미/스타즈/아이폰/업뎃/갑자기/하나/튕기/랜덤/한번/신고/다음/상자/화가/상대편/사람/시도/업데이트/수정/밸런스/신화/정도/전설/삭제/확률/무슨/상태/원래/그때/해도/실행/하라/캐릭터/제발/건가/가젯/플레이/트롤/와이파이/시작/접속/스킨/우리/공격/다시/로딩/시스템/매우/레드/점수/차이/진짜/얼마나/가입/아주/시간/상대/유도/문제/이번/서버/정말/매칭/브롤러/이해/동안/때문/현질/계정/신규/마지막/계속/유저/브롤/버튼/게임,안되요/안됩니다/아니면/없네요/부탁드립니다/안됨/이런/없고/어떻게/같아요/안되네요/재밌게/같네요/있는데/좋겠습니다/아니고/입니다/안되/좋은/안되고/있고/없는데/있는/안녕하세요/없습니다/같은/아니,들어가지네요/하게/만들어주세요/걸려서/하고나서/들어/됩니다/들어가져요/떠요/마세요/고쳐주세요/하려고/하세요/하지/들어가/돼요/걸리고/하면/합니다/하는/나올/않습니다/나오고/해주세요/해서/하고/건지/않고/해도/했는데/하는데/넣어주세요/뜨고/나서/하기/되고/해야/주세요/떠서/되는/들어갔는데
복합,차이/가젯/뭔가/플레이어/친구/근접/기능/신고/와이파이/접속/버튼/그냥/연결/주시/계정/슈퍼셀/트롤/그레/모드/보석/출시/정도/스타즈/차단/현상/로그인/하루/가장/미스터/과금/골드/꿀잼/위해/화가/제발/자꾸/슈퍼/확률/메칭/문제/퍼셀/화이팅/그거/개인/레드/공격/다시/가끔/상대/거의/티스/블록/신화/시간/실패/해도/레온/동생/처음/이제/해결/우리/브롤러/단점/로직/리기/사람/피해/짜증/그것/매칭/플레이/트로피/데이터/아주/현질/기분/자주/점수/신규/재미/자기/요즘/스킨/너프/랭크/프랭크/티밍/망겜/업데이트/더독/패치/유저/조준/캐릭/이후/고치/하니/다운/동안/이번/시스템/별로/부분/챔피언쉽/제일/점점/하나/삭제/움직임/개선/하라/쓰레기/한번/때문/조금/해주시/닉네임/다만/빵빵/자체/랜덤/추천/완전/진짜/한가지/시작/브롤/생각/갑자기/바로/캐릭터/쉘리/클랜/버그/계속/이벤트/파워/점검/자동/정말/서버/코인/크로우/전투/스타/전설/게임/전부/항상/화면/추가/밸런스/안나/리뷰/가지/시도/오늘/예전/심해/경우/수정/원래/업뎃/거나,없음/꾸준히/좋습니다/같은/많은/있어서/같아요/재밌게/재미있고/없네요/입니다/좋은/있는/없습니다/새로운/부탁드립니다/안녕하세요/아니/좋아요/안되네요/재밌고/재미있게/재미있지만/짜증나요/어떻게/그럼/없어요/좋은데/재밌는데/있어요/재미있는데/재미있어요/아쉬운/있음/같습니다/좋겠어요/낮은/재미있습니다/다른건/있는데/재미있는/재밌어요/없고/좋겠네요/아니면/없어서/재밌습니다/재밌는/좋을것/있으면/좋지만/같네요/같음/있습니다/많아요/있고/재밌긴/많습니다/많고/괜찮은데/좋겠습니다/이런,만들어/넣어주세요/건지/했어요/되는/해서/할수/합니다/고쳐주세요/까도/나오는/했는데/올려주세요/하는데/하기/빼고/하면/보니/나올/들어/하지/보면/들어가/나서/하는/나와서/나옴/나온다/납니다/나오고/해도/하세요/하니/나와요/할거/되는데/했습니다/돼요/주세요/해야/않아요/고쳐주시면/올리고/바랍니다/뜹니다/감사합니다/않고/되고/걸림/하게/고쳐/나오게/빼면/하다가/하고/먹고/뜨고/주고/마세요/겁나/열었는데/해주세요/감사하겠습니다/만들어주세요
