,명사,형용사,동사
긍정,볼트/문제/공격/팩토리/브롤/완전/슈퍼셀/전설/신규/캐릭터/정말/스타즈/제발/업데이트/트로피/게임/모드/레온,같아요/재밌어요/입니다/있는/없어요,감사합니다/해서
부정,조이스틱/유도/연동/유저/서버/해도/랜덤/점수/우리/삭제/토큰/상자/과금/브롤러/확률/보석/결제/접속/크로우/이제/그대로/오류/문제/환불/밸런스/파워/구매/솔로/아이디/친구/유성우/원래/이후/계속/스타/수준/기능/로딩/캐릭/보상/레온/진짜/때문/항상/듀오/바로/양심/시간/발생/관리/표시/페니/닉네임/슈퍼셀/트로피/참고/가장/특수/신고/연결/이기/문제점/복구/리뷰/중국/여러분/가지/차이/차라리/요청/쉘리/버튼/다운/고민/현상/레벨/어제/아예/데이터/하나/플레이/사람/정도/그거/끼리/실력/지고/이상/순간/이해/기기/똑바로/자꾸/아주/별로/자체/느낌/이번/실망/모두/그냥/오늘/부분/정말/생각/거나/수정/상대편/실화/버그/상대/시작/최고/정지/이유/기술/팩토리/스타즈/해결/슈퍼/사항/안함/무슨/화면/기분/제발/플레이어/망겜/희귀/초희/캐릭터/모드/진행/대기/한번/확인/마이크/구글/제대로/계정/방법/현질/이벤트/게임/처음/일부러/네트워크/하라/개선/빵빵/로그인/다시/신규/개도/열기/단점/업데이트/갑자기/핸드폰/그것/가요/브롤/다음/하루/트롤/동생/부탁/패치,빠른/있으면/없는데/중요한/재밌게/있게/없네요/많아요/재미있게/좋은/같네요/미친/좋겠네요/없어요/어떻게/없음/없고/비슷한/같은/아니/부탁드려요/많은/솔직히/있습니다/같습니다/좋겠습니다/있는데/안되고/없다/새로운/부탁드립니다/이런/재미있는/있고/똑같은/아니라/입니다/아니면/있는,걸려서/하지/나올/지웠다가/하는/돌리면/고쳐/해도/바랍니다/지우고/드립니다/올려주세요/하다가/하게/나오고/보면/해서/하고/되고/했습니다/깔았는데/됩니다/되는데/겁나/뜨면서/건지/하려고/해주세요/걸리고/해주셨으면/주세요/만들어/했는데/하는데/나서/하세요/되냐/해야/할수있는/했던/합니다/뜨고/고쳐주세요/뜨는데/감사합니다/감사하겠습니다/마세요/쓰고/고쳐주시면/떠서/나오는/모르겠지만/하네요/하면/않습니다/않고
복합,이번/해도/레온/지원/아주/가격/자꾸/모두/확율/데이터/랜덤/삭제/패치/다음/자체/매칭/때문/클럽/그것/브롤러/너프/클래시/기능/이제/문제점/이유/원거리/하나/이후/시간/슈퍼셀/버그/와이파이/수정/공격/다운/해결/로얄/오류/그냥/다시/현질/접속/상자/모드/신고/신규/생각/스타즈/전설/듀오/진짜/계속/조금/신화/플레이어/확률/영웅/문제/랭크/재미/서버/유저/캐릭터/일단/친구/업데이트/정도/티밍/제발/정말/브롤/게임/사람/트로피,있는/그럼/좋겠습니다/다른건/아니/좋겠네요/같네요/같은/없어요/재미있는데/부탁드립니다/재밌고/입니다/안녕하세요/재밌는데/있는데/없고/같아요/있습니다/아니면/좋은데/솔직히/좋은,주세요/걸립니다/하게/해도/바랍니다/감사하겠습니다/겁나/걸리고/고쳐주세요/했는데/고쳐주시면/하는/하네요/했습니다/않습니다/감사합니다/하는데/해주세요/합니다/하면/하고/하다가/해서
