,명사,형용사,동사
긍정,과금/때문/브롤/플레이/슈퍼셀/캐릭터/상자/트로피/이상/모드/유저/클래시/정말/전설/확인/추천/시작/업데이트/특성/플레이어/스타즈/증가/사람/공격/조금/다시/페니/클랜/버그/처음/설치/신규/보상/시간/계속/제발/진짜/다운/스킨/게임/접속/브롤러/제일/추가/크로우,좋고/있고/같은/입니다/같네요/있습니다/같아요/재밌게,않고/주세요/하는/감사합니다/고쳐주세요/하면/하고/했는데/합니다/고쳐주시면/만들어
부정,버전/확률/몇번/똑바로/설날/가짐/구입/보석/망겜/연결/현재/친구/캐릭/한번/튕깁니/하니/최적화/해도/로딩/튕겨/와이파이/버그/무조건/상대/추가/쉘리/가끔/복구/하나/레벨/요청/번은/김현/자꾸/결제/브롤러/그냥/웰컴/시간/스타/발생/상품/기능/처리/도중/것좀/채팅/스타즈/상점/처음/발리/구매/슈퍼셀/솔로/신고/갑자기/환불/트롤/점수/레온/플레이/경우/생각/반복/버튼/제발/현상/문제/파워/이번/하라/전설/공격/밸런스/닉네임/이후/사용/고의/상자/무슨/패치/분명/서버/바로/접속/브롤/상태/신규/진행/오류/사람/진짜/시작/티밍/튕기/아이폰/시스템/정말/정도/유저/때문/매칭/다운/해결/현질/캐릭터/트로피/계속/업데이트/게임/다시,없고/안됩니다/재밌게/좋겠습니다/같은/없어요/이상한/이런/재미있게/안되네요/같아요/아니고/없네요/빠른/어떻게/입니다/같네요/짜증나/없는데/같은데/아니라/심합니다/있는/아니/부탁드립니다/있는데,나서/돼요/들어오고/나오고/해도/떠서/끊김/건지/않고/했는데/하게/되고/하면/먹고/뜨고/하다가/해주세요/해야/샀는데/됩니다/했더니/들어옵니다/하는데/하니/하는/들어/합니다/하고/뜨면서/고쳐주세요/짜리/해서
복합,매칭/클래시/보석/웰컴/구매/결제/혹시/가지/계정/랜덤/솔로/개선/신화/점수/현질/여러분/콜트/스파이크/문제/이후/접속/와이파이/스타즈/시스템/그게/친구/클랜/오브/로딩/클럽/사용/화면/튕기/이번/게임/티밍/플레이어/듀오/자마자/연결/계속/튕겨/데이터/시간/트로피/버프/끼리/위해/삭제/사거리/잠수/캐릭터/이점/진짜/거나/브롤러/상자/최고/망겜/때문/밸런스/역시/상황/가끔/영웅/서버/데미지/추가/무조건/아이폰/해골/그거/부활/신고/실력/조금/이벤트/무슨/문제점/제발/하라/표시/김현/체력/유도/해도/정말/관리/약간/조치/버튼/상품/확인/인터넷/대부분/동생/유저/하나/현상/스타/로얄/만약/처리/갑자기/거의/스킨/빵빵/해결/업그레이드/시작/하니/전투/고치/이탈/타라/레벨/혼자/아예/매치/그것/모드/진행/과금/크로우/환불/스트레스/다음/반복/다시/서로/신규/확률/부탁/랭크/닉네임/보상/리뷰/감사/최적화/차이/원래/별로/이상/부분/모두/거리/복구/참고/더욱/회사/정도/극악/직접/모바일/개인/오늘/상대/짜증/제일/발생/아주/중단/구입/만렙/패치/재미/사기/방법/네트워크/가요/부터/해주시/토큰/하루/설치/오류/개임/결재/기능/등급/한번/생각/트롤/제대로/사람/박스/너프/전혀/나머지/자체/궁극/그래픽/실행/파워/버그/업데이트/일단/주시/자주/얼마/그냥/이유/매우/보고/다가/무한/채팅/화이팅/답변/처음/상태/이해/순간/상점/자신,같습니다/재밌게/같아요/없어서/좋을것/있고/새로운/있습니다/있다면/입니다/좋은데/그럼/없네요/재미있게/많은/그런/아니/좋겠습니다/재밌는데/있어요/재미있고/그렇고/아니라/재미있습니다/같네요/빠른/있는데/같은/솔직히/좋아하는/없습니다/재미있어요/재밌어요/있는/좋은/즐겁게/있네요/있어서/재밌고/안녕하세요/재밌는/이런/좋겠네요/있다는/괜찮은데/재미있는/굉장히/아닌/좋고/부탁드립니다/좋겠어요/없는/같은데/다른건/있을/아닙니까/없고/재밌습니다/어떻게/좋아요/재미있는데/아니고/아니면/좋습니다,마세요/보면/돌리면/보니/했는데/하고/되는데/걸려서/했습니다/되고/걸리고/고쳐/하면/하는데/하는/않고/하기/않아서/바랍니다/주는/해서/고쳐주세요/건지/고쳐주셨으면/하니까/되어/되네요/했어요/되지/끊김/뜨고/즐기고/나오는/않은/감사합니다/들어가면/해주세요/걸리면/해야/팅김/합니다/뜨는/시켜/않네요/고쳐주시길/않습니다/나서/하세요/됩니다/읽어주셔서/걸립니다/비해/하는게/하다/만들어주세요/할수/주세요/하네요/하게/넘게/만들어/보고/하다가/해도/고쳐주시면/나오고/들어/하고있습니다/감사하겠습니다/깔았는데/하지/드립니다
